  UID   PID  PPID   C STIME   TTY           TIME CMD
  501  1011     1   0 22 825  ??         2:27.72 /System/Library/PrivateFrameworks/iCloudDriveCore.framework/Versions/A/Support/bird
  501  1012     1   0 22 825  ??         0:17.92 /usr/libexec/bluetoothuserd
  501  1013     1   0 22 825  ??         0:09.06 /System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd
  501  1015     1   0 22 825  ??         3:51.79 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd
  501  1016     1   0 22 825  ??         0:59.68 /usr/libexec/swcd
  501  1018     1   0 22 825  ??         1:24.52 /System/Library/PrivateFrameworks/FileProvider.framework/Support/fileproviderd
  501  1019     1   0 22 825  ??         0:01.71 /System/Library/PrivateFrameworks/SiriTTSService.framework/sirittsd
  501  1020     1   0 22 825  ??         0:01.20 /System/Library/PrivateFrameworks/ContinuousDialogManagerService.framework/assistant_cdmd
  501  1021     1   0 22 825  ??         0:12.24 /System/Library/PrivateFrameworks/OnDeviceStorage.framework/Support/amsondevicestoraged
  501  1022     1   0 22 825  ??         3:24.71 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd
  501  1023     1   0 22 825  ??         0:06.99 /System/Library/PrivateFrameworks/MobileTimer.framework/Executables/mobiletimerd
  501  1024     1   0 22 825  ??         1:03.29 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted
  501  1025     1   0 22 825  ??         0:01.85 /System/Library/PrivateFrameworks/EmailDaemon.framework/Versions/A/maild
  501  1026     1   0 22 825  ??         0:50.80 /usr/libexec/ContinuityCaptureAgent server
  501  1028     1   0 22 825  ??         0:00.09 /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
  307  1029     1   0 22 825  ??         0:00.07 /System/Library/CoreServices/diagnosticservicesd
    0  1031     1   0 22 825  ??         1:46.84 /System/Library/PrivateFrameworks/AppleNeuralEngine.framework/XPCServices/ANECompilerService.xpc/Contents/MacOS/ANECompilerService
  247  1032     1   0 22 825  ??         0:07.08 /usr/sbin/distnoted agent
  260  1034     1   0 22 825  ??         0:08.16 /usr/libexec/nfcd
  501  1035     1   0 22 825  ??         0:08.78 /usr/libexec/gamecontrolleragentd
  501  1036     1   0 22 825  ??         8:37.88 /System/Library/CoreServices/ControlCenter.app/Contents/MacOS/ControlCenter
  501  1037     1   0 22 825  ??         3:05.69 /System/Library/PrivateFrameworks/AXAssetLoader.framework/Support/axassetsd
  501  1038     1   0 22 825  ??         0:03.26 /System/Library/CoreServices/pbs
  273  1039     1   0 22 825  ??         0:00.08 /System/Library/PrivateFrameworks/MobileInstallation.framework/Support/appinstalld
    0  1040     1   0 22 825  ??         0:00.04 /System/Library/PrivateFrameworks/MobileInstallation.framework/XPCServices/com.apple.MobileInstallationHelperService.xpc/Contents/MacOS/com.apple.MobileInstallationHelperService
  273  1041     1   0 22 825  ??         0:07.00 /usr/sbin/distnoted agent
    0  1042     1   0 22 825  ??         0:01.36 /usr/libexec/online-auth-agent
  501  1043     1   0 22 825  ??         3:22.94 /System/Library/CoreServices/WindowManager.app/Contents/MacOS/WindowManager
  260  1044     1   0 22 825  ??         0:00.04 /System/Library/PrivateFrameworks/NearFieldPrivateServices.framework/Versions/A/XPCServices/NFStorageServer.xpc/Contents/MacOS/NFStorageServer
  260  1045     1   0 22 825  ??         0:06.94 /usr/sbin/distnoted agent
  501  1048     1   0 22 825  ??         0:04.38 /System/Library/PrivateFrameworks/SiriSuggestionsSupport.framework/Versions/A/XPCServices/SiriSuggestionsBookkeepingService.xpc/Contents/MacOS/SiriSuggestionsBookkeepingService
  501  1049     1   0 22 825  ??         0:12.84 /System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
  501  1054     1   0 22 825  ??         0:48.60 /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
  501  1058     1   0 22 825  ??         0:03.39 /System/Library/CoreServices/ReportCrash agent
  501  1059     1   0 22 825  ??         0:00.97 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
  501  1060     1   0 22 825  ??         0:04.83 cloudphotod
  501  1061     1   0 22 825  ??         0:08.64 /System/Library/PrivateFrameworks/ModelCatalogRuntime.framework/Versions/A/ModelCatalogAgent
  501  1063     1   0 22 825  ??         1:07.16 /System/Library/PrivateFrameworks/CalendarDaemon.framework/Support/calaccessd
  501  1064     1   0 22 825  ??         0:01.36 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
  501  1065     1   0 22 825  ??         0:01.93 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/CarbonComponentScannerXPC.xpc/Contents/MacOS/CarbonComponentScannerXPC
   55  1068     1   0 22 825  ??         0:06.95 /usr/sbin/distnoted agent
  501  1069     1   0 22 825  ??         0:38.77 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
    0  1070     1   0 22 825  ??         0:39.94 /System/Library/PrivateFrameworks/TVIdleServices.framework/idleassetsd
  501  1071     1   0 22 825  ??         1:49.79 /System/Library/CoreServices/talagentd
  268  1072     1   0 22 825  ??         4:27.75 /usr/libexec/nearbyd
    0  1073     1   0 22 825  ??         0:11.12 /System/Library/PrivateFrameworks/ViewBridge.framework/Versions/A/XPCServices/ViewBridgeAuxiliary.xpc/Contents/MacOS/ViewBridgeAuxiliary
  501  1074     1   0 22 825  ??         0:00.68 /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
  501  1075     1   0 22 825  ??         0:00.06 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  501  1076     1   0 22 825  ??         1:04.33 /usr/libexec/transparencyd
    0  1078     1   0 22 825  ??         0:05.47 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
  501  1080     1   0 22 825  ??         2:19.11 /System/Library/CoreServices/NotificationCenter.app/Contents/MacOS/NotificationCenter
  501  1082     1   0 22 825  ??         0:11.92 /System/Library/PrivateFrameworks/StatusKit.framework/StatusKitAgent
  501  1084     1   0 22 825  ??         0:15.92 /System/Library/PrivateFrameworks/iCloudDriveService.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor
  501  1085     1   0 22 825  ??         1:15.04 /System/Library/PrivateFrameworks/IMCore.framework/imagent.app/Contents/MacOS/imagent
  265  1086     1   0 22 825  ??         0:00.56 /System/Library/PrivateFrameworks/CoreFP.framework/Versions/A/fairplayd
  265  1087     1   0 22 825  ??         0:26.77 /System/Library/PrivateFrameworks/CoreADI.framework/adid
  501  1088     1   0 22 825  ??         3:59.13 /usr/libexec/searchpartyuseragent
  501  1089     1   0 22 825  ??         0:20.88 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
  501  1090     1   0 22 825  ??         0:00.02 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/DictionaryServices.framework/Versions/A/XPCServices/com.apple.DictionaryServiceHelper.xpc/Contents/MacOS/com.apple.DictionaryServiceHelper
  501  1092     1   0 22 825  ??         0:00.57 /System/Library/Frameworks/ClassKit.framework/Versions/A/progressd
  501  1093     1   0 22 825  ??         0:56.81 /System/Library/PrivateFrameworks/IMDPersistence.framework/XPCServices/IMDPersistenceAgent.xpc/Contents/MacOS/IMDPersistenceAgent
  501  1094     1   0 22 825  ??         0:02.17 /usr/libexec/locationaccessstored
  501  1095     1   0 22 825  ??         0:02.59 /System/Library/PrivateFrameworks/GeoAnalytics.framework/geoanalyticsd
  501  1096     1   0 22 825  ??         0:16.56 /usr/libexec/mlhostd
  501  1097     1   0 22 825  ??         1:22.51 /System/Library/PrivateFrameworks/AppleMediaServicesUI.framework/amsengagementd
  501  1098     1   0 22 825  ??         0:01.06 /System/Library/PrivateFrameworks/SocialLayer.framework/sociallayerd.app/Contents/MacOS/sociallayerd
    0  1100     1   0 22 825  ??         0:11.21 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd --system
  501  1101     1   0 22 825  ??         0:00.08 /System/Library/PrivateFrameworks/CoreThreadCommissionerService.framework/CoreThreadCommissionerServiced
    0  1103     1   0 22 825  ??         0:05.75 /usr/libexec/findmydeviced
  501  1104     1   0 22 825  ??         0:04.08 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -a
  235  1105     1   0 22 825  ??         0:00.32 /usr/libexec/AssetCache/AssetCache
  501  1106     1   0 22 825  ??         0:07.92 /usr/libexec/swtransparencyd
  501  1107     1   0 22 825  ??         0:00.02 /System/Library/PrivateFrameworks/WiFiPolicy.framework/XPCServices/WiFiCloudAssetsXPCService.xpc/Contents/MacOS/WiFiCloudAssetsXPCService
  501  1108     1   0 22 825  ??         1:13.05 /System/Library/CoreServices/audioaccessoryd
  501  1109     1   0 22 825  ??         0:00.28 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/XPCServices/com.apple.FaceTime.FTConversationService.xpc/Contents/MacOS/com.apple.FaceTime.FTConversationService
  501  1110     1   0 22 825  ??         0:44.78 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  501  1111     1   0 22 825  ??         0:00.67 /usr/libexec/seserviced
  501  1112     1   0 22 825  ??         0:00.80 /usr/libexec/findmydevice-user-agent
  501  1114     1   0 22 825  ??         0:01.11 /System/Library/PrivateFrameworks/CloudPhotoServices.framework/Versions/A/XPCServices/com.apple.CloudPhotosConfiguration.xpc/Contents/MacOS/com.apple.CloudPhotosConfiguration
  501  1115     1   0 22 825  ??         0:00.96 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent
  501  1117     1   0 22 825  ??         0:33.52 /System/Library/PrivateFrameworks/UserActivity.framework/Agents/useractivityd
  501  1118     1   0 22 825  ??         0:17.36 /System/Library/PrivateFrameworks/CoreEmbeddedSpeechRecognition.framework/Versions/A/XPCServices/com.apple.siri.embeddedspeech.xpc/Contents/MacOS/com.apple.siri.embeddedspeech
    0  1119     1   0 22 825  ??         0:03.50 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  235  1120     1   0 22 825  ??         0:02.49 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -d
    0  1121     1   0 22 825  ??         0:00.09 /System/Library/PrivateFrameworks/AssetCacheServicesExtensions.framework/XPCServices/AssetCacheTetheratorService.xpc/Contents/MacOS/AssetCacheTetheratorService
  501  1123     1   0 22 825  ??         0:07.69 /usr/libexec/avconferenced
  501  1125     1   0 22 825  ??         0:03.01 /System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.iCloudDriveFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.iCloudDriveFileProvider
    0  1126     1   0 22 825  ??         0:00.16 /System/Library/PrivateFrameworks/FindMyDevice.framework/XPCServices/FindMyDeviceSharedConfigurationXPCService.xpc/Contents/MacOS/FindMyDeviceSharedConfigurationXPCService
  501  1127     1   0 22 825  ??         0:07.53 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
    0  1135     1   0 22 825  ??         0:01.61 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
  501  1137     1   0 22 825  ??         0:12.89 /System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged -u
  501  1138     1   0 22 825  ??         0:19.52 /System/Library/CoreServices/iconservicesagent
  501  1139     1   0 22 825  ??         0:00.02 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501  1140     1   0 22 825  ??         0:52.37 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport -s mdworker-bundle -c MDSImporterBundleFinder -m com.apple.metadata.mdbulkimport
  501  1141     1   0 22 825  ??         0:42.64 /usr/libexec/MTLAssetUpgraderD
  501  1142     1   0 22 825  ??         0:06.10 /System/Library/Frameworks/MediaExtension.framework/Versions/A/Helpers/MENotificationAgent
  501  1143     1   0 22 825  ??         0:18.76 /System/Library/PrivateFrameworks/ViewBridge.framework/Versions/A/XPCServices/ViewBridgeAuxiliary.xpc/Contents/MacOS/ViewBridgeAuxiliary
    0  1144     1   0 22 825  ??         0:00.17 /System/Library/Frameworks/GSS.framework/Helpers/GSSCred
    0  1145     1   0 22 825  ??         0:03.12 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSODaemon
  501  1146     1   0 22 825  ??         0:05.54 /usr/libexec/intelligentroutingd
  501  1147     1   0 22 825  ??         0:10.06 /usr/libexec/replayd
  501  1148     1   0 22 825  ??         0:00.06 /System/Applications/System Settings.app/Contents/PlugIns/csimporter.appex/Contents/MacOS/csimporter -AppleLanguages ("ko-KR")
  501  1149     1   0 22 825  ??         0:10.89 /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem system_app_start
  501  1150     1   0 22 825  ??         0:16.11 /usr/libexec/milod
  501  1152     1   0 22 825  ??         0:00.76 /System/Library/PrivateFrameworks/IntlPreferences.framework/Support/localizationswitcherd
    0  1158     1   0 22 825  ??         0:08.12 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted_helper
  501  1160     1   0 22 825  ??         0:00.48 /System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsagent
  501  1164     1   0 22 825  ??         0:20.50 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/ATS.framework/Support/fontd
  501  1165     1   0 22 825  ??         0:01.63 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Support/fontworker
  501  1166     1   0 22 825  ??         0:13.30 /System/Library/PrivateFrameworks/MapsSync.framework/mapssyncd
  501  1169     1   0 22 825  ??         0:14.69 /System/Library/PrivateFrameworks/PassKitCore.framework/passd
  242  1173     1   0 22 825  ??         0:45.91 /System/Library/PrivateFrameworks/StreamingExtractor.framework/Versions/A/XPCServices/STExtractionService.privileged.xpc/Contents/MacOS/STExtractionService.privileged
  501  1175     1   0 22 825  ??         0:07.71 /usr/sbin/BTLEServerAgent
  501  1179     1   0 22 825  ??         0:27.13 /System/Library/CoreServices/WallpaperAgent.app/Contents/MacOS/WallpaperAgent
    0  1180     1   0 22 825  ??         0:00.01 /usr/libexec/wallpaperexportd
  501  1191     1   0 22 825  ??         0:00.05 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
    0  1193     1   0 22 825  ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
    0  1194     1   0 22 825  ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501  1202     1   0 22 825  ??         2:17.64 /System/Library/CoreServices/Dock.app/Contents/MacOS/Dock
  501  1203     1   0 22 825  ??         0:08.22 /System/Library/CoreServices/SystemUIServer.app/Contents/MacOS/SystemUIServer
  501  1204     1   0 22 825  ??         7:53.98 /System/Library/CoreServices/Finder.app/Contents/MacOS/Finder
  501  1207     1   0 22 825  ??         0:00.02 /System/Library/Frameworks/ColorSync.framework/Versions/A/XPCServices/com.apple.ColorSyncXPCAgent.xpc/Contents/MacOS/com.apple.ColorSyncXPCAgent
  501  1208     1   0 22 825  ??         0:00.05 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  501  1209     1   0 22 825  ??         0:34.10 /System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent
  501  1210     1   0 22 825  ??         0:04.15 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  501  1211     1   0 22 825  ??         0:31.90 /System/Library/ExtensionKit/Extensions/WallpaperDynamicExtension.appex/Contents/MacOS/WallpaperDynamicExtension
    0  1212     1   0 22 825  ??         0:00.07 automountd
  501  1213     1   0 22 825  ??         0:12.84 /System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDeviceDiscoveryAgent --launchd
  501  1214     1   0 22 825  ??         2:17.37 /System/Cryptexes/App/usr/libexec/com.apple.Safari.History
    0  1216     1   0 22 825  ??         0:00.22 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  501  1217     1   0 22 825  ??         0:02.17 /System/Library/PrivateFrameworks/WebPrivacy.framework/webprivacyd
  501  1219     1   0 22 825  ??         0:00.19 /System/Cryptexes/App/usr/libexec/SafariNotificationAgent
    0  1220     1   0 22 825  ??         0:00.05 /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer
    0  1221     1   0 22 825  ??         0:00.26 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp -d
  501  1222     1   0 22 825  ??         0:01.22 /System/Library/Frameworks/InputMethodKit.framework/Resources/imklaunchagent
  501  1223     1   0 22 825  ??         0:00.15 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
  501  1225     1   0 22 825  ??         0:30.11 /System/Library/PrivateFrameworks/CoreParsec.framework/parsecd
  501  1226     1   0 22 825  ??         0:22.54 /System/Cryptexes/App/System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/SafariBookmarksSyncAgent
  501  1227     1   0 22 825  ??         0:05.84 /System/Library/PrivateFrameworks/Synapse.framework/Support/contentlinkingd
  501  1228     1   0 22 825  ??         0:00.02 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501  1233     1   0 22 825  ??         0:08.52 /System/Library/Frameworks/Translation.framework/translationd
  501  1235     1   0 22 825  ??         0:27.92 /System/Library/PrivateFrameworks/CSExattrCrypto.framework/Versions/A/XPCServices/CSExattrCryptoService.xpc/Contents/MacOS/CSExattrCryptoService
  501  1236     1   0 22 825  ??         0:02.82 /Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app/Contents/PlugIns/ACCFinderSync.appex/Contents/MacOS/ACCFinderSync -AppleLanguages ("ko-KR")
  501  1238     1   0 22 825  ??         0:07.44 /System/Library/Input Methods/EmojiFunctionRowIM.app/Contents/PlugIns/EmojiFunctionRowIM_Extension.appex/Contents/MacOS/EmojiFunctionRowIM_Extension -AppleLanguages ("ko-KR")
  501  1239     1   0 22 825  ??         0:52.11 /System/Library/PrivateFrameworks/TextInputUIMacHelper.framework/Versions/A/XPCServices/CursorUIViewService.xpc/Contents/MacOS/CursorUIViewService
    0  1241     1   0 22 825  ??         0:00.05 /Library/Apple/System/Library/PrivateFrameworks/DeviceInterface.framework/Support/deviceinterfaced
  501  1242     1   0 22 825  ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
    0  1243     1   0 22 825  ??         0:01.26 /usr/libexec/kernelmanager_helper
  501  1244     1   0 22 825  ??         0:12.71 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.extra.xpc/Contents/MacOS/com.apple.dock.extra
  501  1246     1   0 22 825  ??         0:00.10 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
  501  1248     1   0 22 825  ??         0:11.25 /System/Library/PrivateFrameworks/iTunesCloud.framework/Support/itunescloudd
  501  1250     1   0 22 825  ??         0:21.24 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistoryPluginHelper
  501  1251     1   0 22 825  ??         0:08.94 /System/Library/Frameworks/StoreKit.framework/Support/storekitagent
    0  1265     1   0 22 825  ??         0:00.26 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  501  1268     1   0 22 825  ??         0:53.46 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Support/appstoreagent
  501  1270     1   0 22 825  ??         0:00.13 /System/Library/PrivateFrameworks/GeoServices.framework/geodMachServiceBridge
  501  1271     1   0 22 825  ??         0:06.04 /System/Library/CoreServices/diagnostics_agent
    0  1272     1   0 22 825  ??         0:16.49 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/installd
  274  1280     1   0 22 825  ??         0:00.05 /System/Library/PrivateFrameworks/InstallCoordination.framework/Support/installcoordinationd
  501  1281     1   0 22 825  ??         0:06.34 /System/Cryptexes/App/usr/libexec/AuthenticationServicesAgent
    0  1284     1   0 22 825  ??         0:00.03 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Versions/A/XPCServices/com.apple.AppStoreDaemon.StorePrivilegedODRService.xpc/Contents/MacOS/com.apple.AppStoreDaemon.StorePrivilegedODRService
  501  1285     1   0 22 825  ??         0:00.15 /System/Cryptexes/App/usr/libexec/SafariLaunchAgent
  501  1286     1   0 22 825  ??         0:05.55 /usr/libexec/promotedcontentd
  265  1290     1   0 22 825  ??         0:02.31 /usr/libexec/fairplaydeviceidentityd
  501  1292     1   0 22 825  ??         0:00.47 /usr/libexec/keychainsharingmessagingd
  501  1331     1   0 22 825  ??         0:00.04 /usr/libexec/spindump_agent
  501  1333     1   0 22 825  ??         0:00.83 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdwrite
  501  1345     1   0 22 825  ??         0:00.20 /System/Cryptexes/App/usr/libexec/webpushd --machServiceName com.apple.webkit.webpushd.service
  501  1346     1   0 22 825  ??         0:34.62 /System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/com.apple.Safari.SafeBrowsing.Service
  302  1405     1   0 22 825  ??         0:00.13 /System/Library/CoreServices/ReportSystemMemory
  501  1410     1   0 22 825  ??         0:00.03 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501  1420     1   0 22 825  ??         1:33.39 /System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight
  501  1421     1   0 22 825  ??         0:04.09 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce
  501  1435     1   0 22 825  ??         0:00.21 /System/Library/Image Capture/Support/icdd
  294  1440     1   0 22 825  ??         0:02.86 /usr/libexec/audiomxd
  501  1442     1   0 22 825  ??         1:02.32 /System/Library/PrivateFrameworks/HearingCore.framework/heard
  501  1448     1   0 22 825  ??         1:17.49 /System/Library/CoreServices/Siri.app/Contents/MacOS/Siri launchd
  501  1449     1   0 22 825  ??         0:05.03 /System/Library/PrivateFrameworks/AskPermission.framework/Versions/A/Resources/askpermissiond
  501  1451     1   0 22 825  ??         0:03.21 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent --launchd
  501  1453     1   0 22 825  ??        13:54.97 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/Creative Cloud --showwindow=false --onOSstartup=true
  501  1454     1   0 22 825  ??         0:14.69 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
  501  1458     1   0 22 825  ??         0:06.97 /System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher
  501  1459     1   0 22 825  ??         1:01.51 /Applications/Parallels Toolbox.app/Contents/MacOS/Parallels Toolbox
  501  1464     1   0 22 825  ??         0:00.04 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.ComponentTagHelper.xpc/Contents/MacOS/com.apple.audio.ComponentTagHelper
  501  1467     1   0 22 825  ??         3:58.12 /Library/Application Support/Adobe/Adobe Desktop Common/IPCBox/AdobeIPCBroker.app/Contents/MacOS/AdobeIPCBroker -launchedbyvulcan /Applications/Utilities/Adobe Creative Cloud Experience/CCXProcess/CCXProcess.app/Contents/MacOS/Creative Cloud Content Manager.node
